Time,Quote time,Quote,Title,Author,SFW
08:00,huit,"Alors voilà, je veillerai la nuit et j'attendrai<br/>Pour voir briller le matin,<br/>Quand il entendra le coup de huit<br/>Et non le coup de neuf ;",Un garçon du Shropshire,A.E. Housman,unknown
08:00,huit heures,"Quelqu'un a dû mentir sur Joseph K. car, sans avoir rien fait de mal, il a été arrêté un beau matin. La cuisinière de sa logeuse, qui lui apportait toujours le petit déjeuner à huit heures, ne se présentait pas à cette occasion.",Le procès,Franz Kafka,unknown
08:00,oh huit oh oh heures,"Le lendemain matin, je me suis réveillé à oh huit oh oh heures, mes frères, et comme je me sentais toujours baisé et pédé et défoncé et frappé et que mes lunettes étaient collées ensemble, un véritable spectacle d'horreur avec de la colle pour dormir, j'ai pensé que je n'irais pas à l'école.",Une orange mécanique,Anthony Burgess,unknown
08:00,huit heures,"Trois jours après la querelle, le prince Stépan Arkadiévitch Oblonsky – Stiva, comme on l'appelait dans le monde à la mode – se réveilla à son heure habituelle, c'est-à-dire à huit heures du matin, non pas dans la chambre de sa femme, mais sur le canapé recouvert de cuir de son bureau.",Anna Karénine,Leo Tolstoy,unknown
08:00,exactement huit,"C'était un beau matin d'été. Les aiguilles de l'horloge hollandaise dans la salle indiquaient neuf heures treize minutes ; celles de l'horloge en bronze doré du salon à dix heures onze minutes ; ceux de l'horloge de voiture sur l'étagère à six heures moins quatorze. En d’autres termes, il était exactement huit heures ; et Mme Hignett reconnut le fait en bougeant la tête sur l'oreiller, en ouvrant les yeux et en s'asseyant dans son lit. Elle se réveillait toujours à huit heures précises.",Trois hommes et une femme de chambre,P.G. Wodehouse,unknown
08:00,huit,"Lorsqu'il ouvrait les fenêtres le matin, le ciel était toujours aussi couvert qu'avant, mais l'air semblait plus frais et le regret s'installait. Le préavis n'avait-il pas été impétueux et malavisé, résultat d'une indisposition sans conséquence ? S'il avait résisté un peu, s'il n'avait pas perdu si vite courage, s'il avait plutôt essayé de s'adapter à l'air ou d'attendre que le temps s'améliore, il aurait maintenant été libéré du stress et de la tension et aurait regardé vers l'avenir. à une matinée à la plage comme celle de la veille. Trop tard. Il doit continuer à vouloir ce qu'il avait voulu hier. Il s'habilla et descendit au rez-de-chaussée à huit heures pour le petit-déjeuner.",Mort à Venise,Thomas Mann,unknown
08:01,* huit-un,"Huit heures une, tic-tac, huit heures une, à l'école, au travail, cours, cours, huit heures une !",Il viendra de douces pluies,Ray Bradbury,unknown
08:01,8h01,"8h01<br/>La poitrine de Dore Peretz semblait toujours en feu, une sensation de brûlure qui semblait se propager sur tout le devant de son torse ; en fait, il se sentait comme une merde.",Projet Cyclope,Thomas Hoover,nsfw
08:02,Huit oh deux,"Huit oh deux hein, Mort du caporal Littlebottombottom... Huit oh trois hein... Mort du sergent Detritus... Huit oh troistroistrois hein et sept secondes secondes... Mort de la visite du gendarme... Huit oh trois hein et neufneufneuf secondes... Mort de mort de mort de...",Jingo,Terry Pratchett,unknown
08:03,huit heures trois minutes,"Lorsqu'il eut fini sa dernière bouchée, Scott consulta sa montre : huit heures trois minutes, juste le temps de prendre un café avant de prendre un taxi pour l'aéroport.",Honneur parmi les voleurs,Jeffrey Archer,sfw
08:03,Huit heures trois minutes,"Oui bien. Visiblement, elle est morte et c'est très récent. Dans les deux dernières heures, si vous me pressez. Mais vous devez être parvenus à cette conclusion vous-mêmes, sinon vous ne l'auriez pas abattue. Quand as-tu dit que tu l'avais trouvée ? Huit heures trois minutes.",Décès d'un témoin expert,P.D. James,sfw
08:03,8h03,"8h03 <br>Les gens d'Evanston se déplaçaient si lentement. c'était une chose lorsque les trottoirs étaient couverts de glace et de neige à effet de lac. Mais nous étions en juin, le lendemain de l’anniversaire d’Eva, la cousine de Braque, ce qui signifiait autrefois une grande fête de famille marquant le début de l’été, du moins avant le départ de son père et le départ de son frère Randy en cure de désintoxication.",Cuisines du Grand Midwest,J. Ryan Stradal,nsfw
08:03,Huit oh trois,"Huit oh deux hein, Mort du caporal Littlebottombottom... Huit oh trois hein... Mort du sergent Detritus... Huit oh troistroistrois hein et sept secondes secondes... Mort de la visite du gendarme... Huit oh trois hein et neufneufneuf secondes... Mort de mort de mort de...",Jingo,Terry Pratchett,unknown
08:03,8h03,"Il m'a appris que si je devais rencontrer quelqu'un pour un rendez-vous, je devais refuser de suivre la « stupide habitude humaine » de choisir arbitrairement une heure basée sur des intervalles de quinze minutes. « Ne rencontrez jamais de gens à 7h45 ou 18h30, Jasper, mais choisissez des heures comme 7h12 et 8h03 !",Une fraction du tout,Steve Toltz,unknown
08:03,huit heures trois minutes,Je pourrais parler au médecin généraliste pour obtenir des somnifères. J'ai remarqué que ma montre s'était arrêtée à huit heures trois minutes et je me suis demandé si c'était l'heure exacte à laquelle notre bébé était mort.,Pierre papier ciseaux,Alice Feeny,unknown
08:04,8h04,"8h04<br/>Le téléphone sonnait, mais Mark dormait toujours profondément. Ça a continué à sonner.",Devons-nous le dire au président?,Jeffrey Archer,sfw
08:04,8h04,"Chaque employé avait son horaire particulier, qui coïncidait avec une seule paire de trajets de tramway en provenance de la ville : A devait arriver à 8 heures, B à 8h04, C à 8h08 et ainsi de suite, et de même pour horaires de départ, de telle sorte que jamais deux collègues n'auraient la possibilité de voyager dans le même tramway.",Le tableau périodique,Primo Levi,unknown
08:05,8h05,8h05 Préparez le cartable,Le curieux incident du chien pendant la nuit,Mark Haddon,sfw
08:05,* 08h05,"Eh bien, il est huit heures cinq maintenant, dis-je à Drake. ""Tu ferais mieux d'y aller tout de suite et d'organiser une fête flashy. Il n'y a pas d'espoir de sortie en mer ce soir, mais nous ferions mieux d'être prudents.""",Huit heures d'Angleterre,Anthony Quayle,unknown
08:06,huit heures six minutes,J'ai passé une nuit agitée avec un peu de fièvre et j'ai commencé un peu tard. Il était huit heures six minutes lorsque j'arrivai au phare. Je n'ai pas pu entrer. La porte était verrouillée.,Le phare,P.D. James,sfw
08:07,huit heures sept minutes,Il était huit heures sept minutes lorsque Lara vit Betty Jeffries se précipiter vers l'école avec ses enfants à la remorque.,Rêves sous un soleil rouge,Elizabeth Haran,sfw
08:08,8h08,"Chaque employé avait son horaire particulier, qui coïncidait avec une seule paire de trajets de tramway en provenance de la ville : A devait arriver à 8 heures, B à 8h04, C à 8h08 et ainsi de suite, et de même pour horaires de départ, de telle sorte que jamais deux collègues n'auraient la possibilité de voyager dans le même tramway.",Le tableau périodique,Primo Levi,unknown
08:09,* 8.09,"Il regarda son fils. « Vous avez réservé sous tous ces noms, comme je vous l'ai appris ? »<br/>« Bien sûr, papa. M. Parnell, 7h47 ; M. Parker, 8h09 ; M. Tudor-Jones, 8h11 ; Monsieur Alexandre, 8h23.",L'herbe est toujours plus verte,Jeffrey Archer,sfw
08:09,8h09,"Il suivit les cris dans un couloir. Une horloge murale indiquait 8h09 - 10h09, heure de Dallas.",Tabloïd américain,James Ellroy,unknown
08:10,8h10,"Elle a dit : ""Hé, tête endormie, il est temps de se lever. Un Navy SEAL a préparé le petit-déjeuner, et je ne pense pas que tu sois censé être en retard.""<br/>""Oui, oui. Quelle heure est-il ?""< br/>Elle jeta un coup d'œil à l'horloge numérique sur sa table de nuit. ""8h10.""",Cœurs de Lion,Ray Keating,sfw
08:10,* 8h10.,"Sloane, avec son épaule perforée, se trouvait dans un autre salon. Il était à moitié délirant et n'arrêtait pas d'appeler pour un cours de chimie à 20h10.",Ce côté du paradis,F. Scott Fitzgerald,unknown
08:10,8h10,8h10 Lire un livre ou regarder une vidéo,Le curieux incident du chien pendant la nuit,Mark Haddon,sfw
08:10,8h10,"Les cellules comptent jusqu'à 400 000. Réveil à 8h10. Dormir 7h15. (Il semble que j'ai perdu ma montre sans m'en rendre compte, j'ai dû me rendre en ville pour en acheter une autre.)",Les voix du temps,J.G. Ballard,unknown
08:11,* 8.11,"Il regarda son fils. « Vous avez réservé sous tous ces noms, comme je vous l'ai appris ? »<br/>« Bien sûr, papa. M. Parnell, 7h47 ; M. Parker, 8h09 ; M. Tudor-Jones, 8h11 ; Monsieur Alexandre, 8h23.",L'herbe est toujours plus verte,Jeffrey Archer,sfw
08:11,huit heures onze,"Voulez-vous allumer le moteur ? » il a appelé les doxies et a montré le repose-pieds. Ils ont ri mais ont voté contre, grimpant avec leur baignoire dans l'un des hochets. Ils portaient tous les deux des chapeaux très jolis, avec une fleur chacun, mais la joliesse de leurs visages faisait croire que c'était plus. Pour une raison quelconque, ils portaient tous les deux des rosaces blanches épinglées sur leurs robes. J'ai regardé de nouveau l'horloge : huit heures onze.",Le Highflyer de Blackpool,Andrew Martin,unknown
08:12,8h12,"A 8h12, juste avant le moment de pff, toutes les affaires des caves étaient réglées : les déchets étaient transférés des petits bidons dans les grands ; les premières grand-mères bien éveillées, rocheuses d'insomnie, jetaient leur lessive dans les grandes baignoires ; des garçons en maillot de bain faisaient rouler des landaus dans la fraîcheur matinale.",Dans le temps qui a fait de nous tous un singe,Grace Paley,unknown
08:13,8h13,"A 8h13, le réveil du laboratoire sonne. Eddie toucha un bouton dans la structure d'une cafetière en verre ordinaire, dont le bec versait deux tubes pénétrant dans le mur.",Dans le temps qui a fait de nous tous un singe,Grace Paley,unknown
08:14,* huit heures et quatorze minutes,"À huit heures quatorze minutes, un homme entra, vêtu d'un manteau en peau de mouton. Il suçait une cigarette roulée à la main. L’homme tendit joyeusement la main. ""Vous serez Monsieur Moon"", dit-il.",Le monarque du Glen,Neil Gaiman,sfw
08:14,8h14,"8h14<br/>""Que s'est-il passé ?"" » a demandé Ramírez. Helling l'avait alerté par talkie-walkie et l'avait convoqué dans le hall. Là, les Allemands revenaient, Henes Sommer couvert de sang et porté par Rudolph Schindler et Peter Maier.",Projet Cyclope,Thomas Hoover,nsfw
08:15,* 8h15,"« Passez-moi le chef des services secrets de la Maison Blanche. »<br/>« Oui, monsieur. »<br/> Le directeur jeta un coup d'œil à sa montre : 7h10. Andrews devait arriver à 20 h 15. Le téléphone a sonné.",Devons-nous le dire au président?,Jeffrey Archer,sfw
08:15,8h15,Personne au bureau n'a demandé à Louis une pièce d'identité ou un paiement. Une femme âgée lui a montré une petite pièce impeccablement propre et est partie sans dire un mot. Le premier vol direct de Prague à Vienne partait à 8h15 et Most avait décidé que Louis ne devrait pas passer les heures à attendre dans un salon d'aéroport.,Les Sans-Nom,John Connolly,unknown
08:15,huit heures et quart,"Casey Kingsley n'a pas été entièrement surpris de voir sa nouvelle recrue assise devant son bureau lorsqu'il est arrivé à huit heures et quart ce matin-là. Il n'était pas non plus surpris de voir la bouteille que Torrance tenait dans ses mains, dévissant d'abord le bouchon, puis le remettant et le resserrant - il avait eu ce look spécial depuis le début, la Kappy's Discount Liquor de mille mètres. Regard du magasin.",Docteur Sommeil,Stephen King,unknown
08:15,huit heures et quart,"C'était en hiver que cela se produisait, le jour le plus court, avec une semaine de brouillard en plus, donc le fait qu'il faisait encore très sombre lorsque George se réveilla le matin ne lui permettait pas de déterminer l'heure. Il leva la main et baissa sa montre. Il était huit heures et quart.",Trois hommes dans un bateau,Jerome K. Jerome,unknown
08:15,* huit quinze,Vous scrutez votre poignet : « Il est huit heures quinze. (Et là le temps a fourchu.) Je vais l'allumer. L'écran dans son bouillon vide évolua vers un flou réaliste et la musique retentit.,Feu pâle,Vladimir Nabokov,unknown
08:16,* huit seize,"Je marche à travers les arbres fruitiers vers une immense parcelle de terre carrée et brune avec de la végétation poussant en rangées serrées. Ce doivent être les légumes. J'en pousse un avec précaution avec mon pied. Cela peut être un chou ou une laitue. Ou les feuilles de quelque chose qui pousse sous terre, peut-être. Pour être honnête, il pourrait s'agir d'un extraterrestre. Je n'ai aucune idée. Je m'assois sur un banc en bois moussu et regarde un buisson voisin couvert de fleurs blanches. Mm. Joli. Maintenant quoi? Que font les gens dans leurs jardins ? Je pense que je devrais avoir quelque chose à lire. Ou quelqu'un à appeler. Mes doigts ont envie de bouger. Je regarde ma montre. Toujours seulement huit heures seize. Oh mon Dieu.",La déesse non domestique,Sophie Kinsella,unknown
08:17,8h17,"""Alors allons-y"", a déclaré T. Hamilton McKenzie. Il vérifia sa montre. Il était 8h17. Avec un peu de chance, il pourrait encore arriver à l'heure au rendez-vous.",Honneur parmi les voleurs,Jeffrey Archer,sfw
08:17,8h17,Il a pris le train de 8h17 si apprécié par ceux qui font la navette entre Oxford et Londres chaque jour. Tous les gens au petit-déjeuner semblaient se connaître et Stephen se sentait comme un invité non invité à la fête de quelqu'un d'autre.,"Pas un centime de plus, pas un centime de moins",Jeffrey Archer,sfw
08:17,8h17,"Lil : Bonjour, bisous. Vérifiez la boîte aux lettres<br/>Moi : Il est littéralement 8h17<br/>Lil : Il est tôt, je sais. Je t'ai laissé quelque chose quand je me promenais. Je vous suggère de l'obtenir maintenant.",Clignez des yeux et cela nous manquera,Ginny Kochis,sfw
08:17,8h17,"Le petit-déjeuner terminé, mon oncle sortit de sa poche un petit carnet, destiné aux observations scientifiques. Il consulta ses instruments et enregistra :<br>« Lundi 1er juillet.<br>« Chronomètre, 8h17 ; baromètre, 297 po; thermomètre, 6° (43° F.). Direction, E.S.E.""<br>Cette dernière observation s'appliquait à la galerie sombre, et était indiquée par la boussole.",Un voyage au centre de la Terre,Jules Verne,unknown
08:17,* huit dix-sept,"Allez, je ne peux pas encore abandonner. Je vais juste m'asseoir ici un moment et profiter de la paix. Je me penche en arrière et regarde un petit oiseau moucheté picorer le sol à proximité pendant un moment. Puis je regarde à nouveau ma montre : huit heures dix-sept. Je ne peux pas faire ça.",La déesse non domestique,Sophie Kinsella,unknown
08:18,* huit heures dix-huit,"Disons qu’ils sont partis à huit heures dix-sept ou dix-huit minutes. Dans ce cas, ils ont dû suivre Joanne Garland et pourraient bien conduire plus vite qu'elle.",Embrasser la fille du tireur,Ruth Rendell,sfw
08:19,8h19,"A 8h19, elle a reçu un deuxième appel téléphonique pour lui faire savoir que l'avion avait décollé d'Amman avec le « cargo » à bord.",Honneur parmi les voleurs,Jeffrey Archer,sfw
08:19,* 8.19,"J'avais prévu un rendez-vous avec le médecin du travail à 10h30. J'ai pris le train de Watford Junction à 8h19 et suis arrivé à Londres Euston avec sept minutes de retard, à 8h49.",La terrible vie privée de Maxwell Sim,Jonathan Coe,unknown
08:20,huit heures vingt,"Il avait vu les navetteurs matinaux affluer dans chaque train. Vers huit heures vingt, Adam estima qu'ils étaient à leur apogée. Il vérifia que l'icône était en place et quitta sa cachette pour rejoindre le flot alors qu'ils se dirigeaient vers le travail.",Une question d'honneur,Jeffrey Archer,sfw
08:20,huit heures vingt,"Ce matin, j'ai sorti la vedette pendant une quarantaine de minutes pour tester le moteur. Elle a causé quelques ennuis. Cela a duré de sept heures quarante-cinq à huit heures vingt, assez près.",Le phare,P.D. James,sfw
08:20,8h20,"A chaque extrémité du parvis, les deux grands globes de lumière soutenus par des dauphins de bronze jetaient des flaques brillantes sur la surface houleuse de l'eau qui, sous ses yeux, scintillait comme un grand manteau de satin noir, secoué, lissé et doucement gonflé par une main invisible. Mandy jeta un coup d'œil à sa montre : 8h20.",Péché originel,P.D. James,sfw
08:20,* Huit vingt,"Huit heures vingt, les cartes et les puzzles sortent.",Vol au dessus d'un nid de coucou,Ken Kesey,unknown
08:20,8h20,"Quand les machines à écrire s'arrêtent (8h20 et autres heures mythiques), qu'il n'y a pas d'avions de bombardiers américains dans le ciel et que la circulation automobile n'est pas trop dense dans Oxford Street, on entend les oiseaux d'hiver gazouiller dehors, occupés à la rue. mangeoires que les filles ont installées.",L'arc-en-ciel de la gravité,Thomas Pynchon,unknown
08:22,* huit heures vingt-deux minutes,"Daisy Flory a appelé le 999 à huit heures vingt-deux, quelques minutes après leur départ.",Embrasser la fille du tireur,Ruth Rendell,sfw
08:23,* 8.23,"Il regarda son fils. « Vous avez réservé sous tous ces noms, comme je vous l'ai appris ? »<br/>« Bien sûr, papa. M. Parnell, 7h47 ; M. Parker, 8h09 ; M. Tudor-Jones, 8h11 ; Monsieur Alexandre, 8h23.",L'herbe est toujours plus verte,Jeffrey Archer,sfw
08:23,* Huit heures vingt-trois minutes,"Et puis Wedderburn a regardé sa montre. "" Huit heures vingt-trois. Je monte par le train de midi moins le quart, pour avoir tout le temps. Je pense que je porterai ma veste en alpaga - elle est bien assez chaude - et mon chapeau de feutre gris et mes chaussures marron. .»",La floraison de l'étrange orchidée,H.G. Wells,unknown
08:23,huit heures vingt-trois,"Il comprenait tout ce qui était exigé du domestique, depuis huit heures du matin, heure exacte à laquelle Phileas Fogg se levait, jusqu'à onze heures et demie, lorsqu'il quitta la maison pour le Reform Club - tous les détails du service, le thé et les toasts. à huit heures vingt-trois, l'eau de rasage à neuf heures trente-sept et les toilettes à dix heures moins vingt.",Le tour du monde en quatre-vingts jours,Jules Verne,unknown
08:23,8h23,"À 8h23, il semblait y avoir toutes les chances d'une alliance durable entre Florin et Guilder. À 8h24, les deux nations étaient très proches de la guerre.",La princesse à marier,William Goldman,unknown
08:24,8h24,"À 8h23, il semblait y avoir toutes les chances d'une alliance durable entre Florin et Guilder. À 8h24, les deux nations étaient très proches de la guerre.",La princesse à marier,William Goldman,unknown
08:24,* huit vingt-quatre,"À huit heures vingt-quatre, l'associé principal entra.<br/>« Je dois m'excuser de vous avoir éloigné de votre bureau, » commença-t-il, « mais ce n'était pas quelque chose qui, à mon avis, pouvait être couvert par une note interne, ou glissé dans mon rapport mensuel.",Fils de fortune,Jeffrey Archer,sfw
08:24,8h24,Alex consulta sa montre alors que la serveuse revenait avec sa commande : 8h24. Il prévoyait d'entrer dans le bâtiment pour la première fois à 8h55. Il regarda autour de lui et se demanda combien d'autres clients travaillaient à la banque. Il savait que leur nouveau président était assis dans l'une des cabines.,Vous gagnez face,Jeffrey Archer,sfw
08:25,8h25,Il y avait énormément de choses qu'il allait faire la semaine prochaine. Il jeta un coup d'œil à sa montre : 8h25. Pas de Wheaties ce matin.,Devons-nous le dire au président?,Jeffrey Archer,nsfw
08:25,* huit vingt cinq,"Les vingt-cinq minutes de huit heures à huit heures vingt-cinq étaient le seul moment où toutes les suspectes étaient ensemble, mangeant sous les yeux de Miss Collins et dans le regard de l'autre.",Linceul pour un rossignol,P.D. James,sfw
08:25,* Huit vingt cinq,"À huit heures vingt-cinq, certains Acute mentionnent qu'il regardait sa sœur prendre son bain ; les trois gars à table avec lui se bousculent pour voir qui va l'écrire dans le journal de bord.",Vol au dessus d'un nid de coucou,Ken Kesey,nsfw
08:25,* vingt-cinq après,"Le lendemain, Jay s'est assis à son bureau à huit heures. À vingt-cinq heures, Irène arriva. ""Il est temps d'aller à la réunion.""<br/>Jay se leva. ""Qui va prendre le téléphone ?""",Le portail d'Arachné,Joan Marie Verba,unknown
08:26,Vingt-six minutes après huit,"Il s’est retourné et a demandé au jeune : « Quelle heure est-il ? Le jeune homme regardait fièrement sa nouvelle acquisition, dont il ne quittait pas un instant les yeux.<br/>« Vingt-six minutes après huit et vingt secondes. »",Honneur parmi les voleurs,Jeffrey Archer,sfw
08:26,huit heures vingt-six,"L'explosion a eu lieu bien plus tard que prévu, probablement douze bonnes heures plus tard, à huit heures vingt-six lundi matin. Plusieurs montres-bracelets défuntes, propriété des victimes, ont confirmé l'heure. Comme pour ses prédécesseurs au cours des derniers mois, il n’y a eu aucun avertissement.",La petite fille batteuse,John le Carré,unknown
08:27,8h27,"En arrivant au quai 1 de la gare de Sevenoaks, il achetait un exemplaire du Daily Express avant de monter à bord du 8h27 pour Cannon Street.",Routine brisée,Jeffrey Archer,sfw
08:27,huit heures vingt-sept,"Même traîner autour du petit-déjeuner avec ma mère m'a juste fait perdre une heure, et même si je n'avais pas prévu d'être chez Marge avant neuf heures, je frappais à sa porte à huit heures vingt-sept.",Fatalement givré,Jessica Beck,sfw
08:27,* presque huit heures trente,"La conférence devait avoir lieu demain, et il était presque vingt heures trente.",Une confédération de cancres,John Kennedy Toole,unknown
08:28,* 8.28,"Et le lendemain matin, à 8 h 28, avec un nouveau frisson à la lèvre supérieure et un énorme excès de force et de moral, j'étais assis dans une voiture de troisième classe, à destination de l'Allemagne, et habillé en jeune marin, en un caban, une casquette à visière et une couette.",L'énigme des sables,Erskine Childers,unknown
08:29,* 8h29,"« Si vous dépassez onze heures, jeune homme, je pense que vous avez de bonnes chances de vivre une vie longue et en bonne santé, mais nous ne savons toujours pas si c'est Dexter ou Harrison. Tu sais, je pense que c'est Dexter. Le Directeur regarda de nouveau sa montre : 8 h 29, il restait quatre-vingt-dix-sept minutes.",Devons-nous le dire au président?,Jeffrey Archer,sfw
08:29,* 8h29,"M. Trent lui-même suivait une routine rigide. Chaque jour, il se levait à 7 heures du matin, prenait son petit-déjeuner à 7 h 30 et partait au travail à 8 h 10 pour arriver à 8 h 29.",Le grand vol de train,Micheal Crichton,sfw
08:29,* 8.29,"À 8 h 29, j’ai sonné à la porte d’entrée d’Elgin Crescent. Il a été ouvert par une petite femme orientale en tablier blanc. Elle m'a fait entrer dans un grand salon vide avec une cheminée ouverte et quelques immenses peintures à l'huile.",Angleterre,Sebastian Faulks,unknown
08:30,huit heures trente du matin,"Gard resta penché sur la brèche dans la terre pendant un certain temps, projetant sa grande lumière dans les profondeurs noires. Ici, il n'était que huit heures trente du matin, et déjà il avait envie de boire un verre.",Les Tommyknockers,Stephen King,unknown
08:30,huit heures et demie,"À huit heures et demie, Millicent Hammitt fit irruption, sans frapper au préalable, pour lui dire au revoir.",La Tour Noire,P.D. James,unknown
08:30,huit heures et demie,"Sir John était normalement réveillé à huit heures et demie chaque matin par un majordome qui lui apportait son petit-déjeuner, un autre majordome qui lui apportait ses vêtements, un troisième majordome dont le travail consistait à nourrir Adolf et Staline si nécessaire, et un quatrième majordome qui était essentiellement une pièce de rechange.",Johnny et la bombe,Terry Pratchett,unknown
08:30,* huit trente,"Dehors, le vent continuait de monter. De temps en temps, il poussait un cri à glacer le sang autour des avant-toits qui lui faisait lever les yeux de son livre. Vers huit heures trente, la neige commença. C'était lourd et humide, recouvrant rapidement sa fenêtre et bloquant sa vue sur les montagnes. D'une certaine manière, c'était pire. La neige avait également bloqué les fenêtres de l'Overlook.",Docteur Sommeil,Stephen King,unknown
08:30,* huit trente,"Nous avions pris nos dispositions pour le déjeuner la veille, et quand j'ai garé ma vieille voiture dans l'allée du grand victorien vert à huit heures trente mardi matin, Annie et Mike étaient prêts à partir. Milo aussi.",Pays de la joie,Stephen King,unknown
08:30,* huit trente,"À huit heures trente, j'ai appelé et j'ai dit : « Je pensais que je pourrais me faire refaire les seins, il suffit de les enlever. Qu'en penses-tu? Puis-je avoir le look poitrine plate ?",Mon année de repos et de détente,Ottessa Moshfegh,nsfw
08:30,* Huit trente,"Huit heures trente, la porte de la salle s'ouvre et deux techniciens entrent au trot, sentant le vin de raisin ; les techniciens se déplacent toujours au pas ou au trot rapide parce qu’ils se penchent toujours si loin en avant qu’ils doivent se déplacer rapidement pour rester debout.",Vol au dessus d'un nid de coucou,Ken Kesey,unknown
08:30,8h30,"À 8h30. Filomina entra dans la Ale House blanche, ronde et lourde à cause des cent quarante-six livres supplémentaires qu'elle portait sur sa petite silhouette.",Soupe à la Grenade,Marsha Mehran,unknown
08:30,huit heures et demie,"""Quelle absurdité!"" pensa Vronsky en jetant un coup d'œil à sa montre.<br>Il était déjà huit heures et demie.",Anna Karénine,Leo Tolstoy,unknown
08:30,huit heures et demie,"À huit heures et demie, M. Dursley a ramassé sa mallette, a picoré Mme Dursley sur la joue et a essayé d'embrasser Dudley pour lui dire au revoir, mais il l'a raté, car Dudley était maintenant en colère et jetait ses céréales contre les murs.",Harry Potter et la pierre philosophale,J.K. Rowling,unknown
08:30,8h30,"Il est environ 8h30. Le soleil passe par les fenêtres de droite. Alors que le rideau se lève, la famille vient de terminer le petit-déjeuner.",Un long voyage d'une journée vers la nuit,Eugene O'Neill,unknown
08:30,8h30,"Le 25 juillet, à 8h30, la chienne Novaya meurt en mettant bas. A 10 heures, elle est descendue dans sa tombe fraîche, à 19h30 le même soir, nous voyons nos premiers floes et les saluons en souhaitant qu'ils soient les derniers.",Les terreurs de la glace et des ténèbres,Christoph Ransmayr,nsfw
08:30,* huit trente,"La conférence devait avoir lieu demain, et il était presque vingt heures trente.",Une confédération de cancres,John Kennedy Toole,unknown
08:30,* huit trente,"Lorsqu'il se réveilla, à huit heures trente, il était seul dans la chambre. Il enfila sa robe de chambre, mit son appareil auditif et se dirigea vers le salon.",Phrase pour sourds,David Lodge,unknown
08:30,* huit trente,"Je vois à ma montre, sans lâcher ma main de la poignée gauche du cycle, qu'il est huit heures trente du matin.",Zen et l'art de l'entretien des motos,Robert M. Pirsig,unknown
08:31,* 8h31,"À 8 h 31, MST, une femme à bord du vol 196 de la TWA a fondu en larmes et a commencé à exprimer sa propre opinion, qui n'était peut-être pas partagée par certains autres passagers (ou même par l'équipage, d'ailleurs), selon laquelle l'avion allait s'écraser.",Le brillant,Stephen King,sfw
08:32,huit heures trente-deux,"Il se réveilla de nouveau en sursaut lorsque le livre cartonné de La Dernière Chronique de Barset tomba au sol avec un bruit sourd. Cherchant sa montre, il constata avec consternation qu'il était huit heures trente-deux, un début de journée tardif.",Le phare,P.D. James,sfw
08:32,* 8h32,"Il est 8 h 32 le 24 décembre et Henry et moi sommes en route pour Meadowlark House pour Noël. C'est une belle journée claire, pas de neige ici à Chicago, mais six pouces au sol à South Haven.",La femme du voyageur temporel,Audrey Niffenegger,unknown
08:32,* 0832,"Est-ce que quelqu'un connaît l'heure un peu plus exactement, c'est ce que je me demande, Don, puisque Day ne la connaît pas.<br/> Gately vérifie son appareil numérique bon marché, la tête toujours penchée sur le bras du canapé. ""J'ai 08h32:14, 15, 16, Randy.""<br/> ""''Merci beaucoup, D.G. mec.""",Blague infini,David Foster Wallace,unknown
08:32,8h32,8h32 Prendre le bus pour l'école,Le curieux incident du chien pendant la nuit,Mark Haddon,sfw
08:33,* 8h33,"Il a commencé sa descente à 8 h 33 et était à la porte dans les délais prévus pour la première fois depuis des mois. Après avoir coupé le moteur, trois hommes ont immédiatement bloqué la passerelle et y sont restés jusqu'à ce que le directeur adjoint et son groupe soient bien à l'intérieur du terminal.",Honneur parmi les voleurs,Jeffrey Archer,sfw
08:33,08h33,"Il est trop tard pour n'importe quelle télé à cause du gâteau, la montre indique qu'il est 08h33. Mon sweat à capuche jaune m'arrache presque la tête quand maman le tire.",Chambre,Emma Donoghue,unknown
08:34,* 08h34,"À 8 h 34 précises, la Rover 800 noire officielle du général Conrad Pyne s'est arrêtée devant l'horrible barrière en fer forgé qui gardait l'entrée de Downing Street.",Ultimatum de la fin du monde,James Follett,sfw
08:35,* 8h35,La livraison avait été effectuée par service de messagerie et le cachet du bureau indiquait 8 h 35 comme heure d'arrêt. J'ai ouvert l'enveloppe et j'en ai sorti la photo brillante de 4¼ sur 3¼ qui contenait tout ce qu'il y avait à l'intérieur.,Le sommeil des insectes,Raymond Chandler,unknown
08:35,* huit heures trente-cinq minutes,"Il était huit heures trente-cinq à la grande horloge du bâtiment central lorsque Mathieu traversa la cour en direction du bureau qu'il occupait comme designer en chef. Depuis huit ans, il était employé à l'usine où, après des études brillantes et spéciales, il avait fait ses débuts comme aide-dessinateur à l'âge de dix-neuf ans, recevant alors un salaire de cent francs par mois.",Fécondité,Emile Zola,unknown
08:35,8h35,"VIEILLE GUMMY GRANNY : (POUSSE UN POIGNARD VERS LA MAIN DE STEPHEN) Retirez-le, acushla. A 8h35, vous serez au paradis et l’Irlande sera libre. (ELLE PRIE) Ô bon Dieu, prends-le !",Ulysse,James Joyce,unknown
08:36,* 08h36,"Le premier marron avait été tiré à 8 h 36 et le second quelques instants plus tard. Les bouffées de fumée verte des marrons étaient toujours suspendues dans le ciel lorsque Pete arriva, essoufflé mais toujours en courant.",Canot de sauvetage!,Margaret Dickinson,sfw
