Time|Id|Quote time|Quote|Title|Author|SFW
05:24|0524-000|5:24|Αν μπορούσα να μετρήσω με ακρίβεια μέχρι το εξήντα ανάμεσα σε δύο πορτοκαλί λεπτά που περνούσαν στο ψηφιακό της ρολόι, ξεκινώντας από τις 5:23 π.μ. και τελειώνοντας ακριβώς τη στιγμή που έλιωνε στις 5:24, τότε όταν ξυπνούσε θα με αγαπούσε και δεν θα έλεγε ότι αυτό ήταν ένα τρομερό λάθος.|Η τραγωδία του Άρθουρ|Άρθουρ Φίλιπς|unknown
05:25|0525-000|5:25 π.μ.|Στις 5:25 π.μ. χτυπάει το κουδούνι, πάντα ένας κακός οιωνός. Παραπατάω προς το θυροτηλέφωνο και πατάω το κουμπί.|Η Γυναίκα του Ταξιδιώτη του Χρόνου|Όντρεϊ Νίφενεγκερ|unknown
05:25|0525-001|5.25|Το τρένο του Τζορτζ για το σπίτι από τη Νιου Στριτ αναχωρεί στις 5.25. Στο ταξίδι της επιστροφής, σπάνια υπάρχουν μαθητές.|Άρθουρ και Τζορτζ|Τζούλιαν Μπαρνς|unknown
05:26|0526-000|05:26|Νομίζω ότι αυτό είναι στην πραγματικότητα το χτύπημα νούμερο 1.970. Και το αγόρι συνεχίζει να τρέχει με την ίδια ταχύτητα. Δεν ακούγονται. Ούτε ένα βογκητό. Καημένοι αυτοί. Καημένος εγώ. Κοιτάζω το ρολόι. 05:26.|101 Ρέικιαβικ|Χάλγκριμουρ Χέλγκασον|unknown
05:27|0527-000|5.27 π.μ.|Κοίταξε το ρολόι της. Ήταν 5.27 π.μ. Σίγουρα ο Γκαγουέιν θα ήταν ήδη εδώ; Δεν θα την πρόσεχε, αφού δεν υπήρχε προφανής τρόπος να μπει μέσα;|Νέα Υόρκη Βαλεντίνος|Κάρμεν Ριντ|unknown
05:28|0528-000|πέντε και είκοσι οκτώ|Μπήκα στο πάρκινγκ του σούπερ μάρκετ Aoyama στις πέντε και είκοσι οκτώ. Ο ουρανός στα ανατολικά άρχισε να φουντώνει. Μπήκα στο κατάστημα κρατώντας την τσάντα μου. Σχεδόν κανείς δεν ήταν εκεί. Ένας νεαρός υπάλληλος με ριγέ στολή καθόταν και διάβαζε ένα περιοδικό. Μια γυναίκα απροσδιόριστης ηλικίας αγόραζε ένα καρότσι γεμάτο κουτιά και στιγμιαίο φαγητό. Έστριψα μπροστά από την βιτρίνα με τα ποτά και πήγα κατευθείαν στο σνακ μπαρ.|Σκληρά βραστή χώρα των θαυμάτων και το τέλος του κόσμου|Χαρούκι Μουρακάμι|unknown
05:29|0529-000|είκοσι εννέα λεπτά και πέντε|Καθώς το σπίρτο έκαιγε κοντά στα δάχτυλά του, ο Όρμε έβγαλε το ρολόι του. Ήταν πέντε και είκοσι εννέα λεπτά.<br>Πάλι σκοτάδι.<br>Ο Όρμε έψαξε μέχρι την πόρτα και τράβηξε τη λαβή. Η πόρτα δεν άνοιγε. Φτιαγμένη με αεροστεγή λεπτότητα, δεν κουνιόταν καθόλου.|Το Κορίτσι και ο Μπιλ|Μπάνιστερ Μέργουιν|sfw
05:29|0529-001|Λίγο πριν τις πέντε και μισή|Λίγο πριν τις πέντε και μισή ο Πατέρας Μάρτιν ξύπνησε με μια κραυγή τρόμου. Τινάχτηκε στο κρεβάτι και κάθισε, άκαμπτος σαν κούκλα, κοιτάζοντας με άγρια μάτια στο σκοτάδι.|Θάνατος σε Ιερές Τάξεις|P.D. James|sfw
05:30|0530-000|πέντε και μισή το πρωί|«Όταν βγήκαν από την είσοδο στις πέντε και μισή το πρωί, ο Έμετ ήταν σε καλή διάθεση. Το προηγούμενο βράδυ, με τη βοήθεια του χάρτη του Μπίλι, είχε σχεδιάσει ένα δρομολόγιο. Η διαδρομή από το Μόργκεν στο Σαν Φρανσίσκο ήταν λίγο πάνω από χίλια πεντακόσια μίλια.»|Ο αυτοκινητόδρομος Λίνκολν|Άμορ Τάουλς|unknown
05:30|0530-001|πέντε και μισή|Την σηκώνει αγκαλιά, την βάζει στο κρεβάτι, ξαπλώνει δίπλα της. Την φιλάει ξανά, διστακτικά, αμήχανα. Μετά ρωτάει τι ώρα είναι. Ο ίδιος δεν έχει ρολόι. Η Λέσι του λέει ότι είναι πέντε και μισή. Σηκώνεται. Η Λέσι αρχίζει να νιώθει λίγο άσχημη. Μήπως τα δόντια της είναι πολύ μεγάλα, έτσι δεν είναι;|Η ζωή πριν από τον άντρα|Μάργκαρετ Άτγουντ|nsfw
05:30|0530-002|πέντε και μισή|Ήταν πέντε και μισή πριν επιστρέψει ο Χολμς. Ήταν λαμπρός, πρόθυμος και σε εξαιρετική διάθεση, μια διάθεση που στην περίπτωσή του εναλλάσσονταν με κρίσεις μαύρης κατάθλιψης.|Το Σημάδι των Τεσσάρων|Σερ Άρθουρ Κόναν Ντόιλ|unknown
05:30|0530-003|πέντε και μισή|Αν ο Τόμας ΜακΓκουάιρ είχε σταματήσει για να θαυμάσει τη φανφάρα των ακτίνων σαφράν, ίσως να είχε χάσει την αρχή του τέλους της κυριαρχίας του στην ήσυχη παραθαλάσσια πόλη. Αλλά όπως συνέβαινε συχνά με άντρες με την ιδιοσυγκρασία του, ο Τόμας είχε λίγο χρόνο για ονειροπολήσεις. Ο πεισματάρης επιχειρηματίας είχε σηκωθεί τρέχοντας από το σκληρό κρεβάτι του στις πέντε και μισή εκείνο το πρωί, αποφασισμένος όπως πάντα να φροντίσει την αυξανόμενη αυτοκρατορία του που αποτελούνταν από τρεις παμπ, δύο καταστήματα οινοπνευματωδών ποτών και ένα πανδοχείο στο Main Mall.|Σούπα ροδιού|Μάρσα Μεχράν|unknown
05:30|0530-004|5:30 το πρωί|Όταν ο Μπρακ και ο αδερφός της ο Ράντι ήταν παιδιά, η μαμά τους συνήθιζε να τους ξυπνάει στις 5:30 το πρωί για τις οικογενειακές εκδρομές με αυτοκίνητο, για να αποφεύγουν την κίνηση. Υπήρχαν ασφάλειες γύρω από το σπίτι μέχρι τα έντεκα της. Δεν υπήρχε τηλεόραση και σίγουρα ούτε γλυκά, αναψυκτικά, αλκοόλ ή κάπνισμα. Σίδερωνε σεντόνια και άσπρα εσώρουχα και καθάριζε τα μπάνια τουλάχιστον δύο φορές την ημέρα.|Κουζίνες της Μεγάλης Μεσοδυτικής Αμερικής|J. Ryan Stradal|unknown
05:30|0530-005|πέντε και μισή|Ο Γκίντεον ήταν εντελώς διαφορετικός από τον Γκίντεον. Καθώς ο Γουόλτερ Ίστμαν ήταν απασχολημένος, δεν είχε τον χρόνο, ή, για να είμαστε πιο συγκεκριμένοι, την τάση, να παρατηρήσει μια ασυνήθιστη συμπεριφορά. Για παράδειγμα, είναι πέντε και μισή το καλοκαιρινό πρωί. Το στενό κρεβάτι του νεαρού Τσέις προφανώς έχει κοιμηθεί μέσα, γιατί είναι τσαλακωμένο με εκείνον τον ελάχιστα διαταραγμένο τρόπο που δεν μπορεί ποτέ να παραποιηθεί.|Μια νησιωτική κατοχή|Τίμοθι Μο|unknown
05:30|0530-006|πέντε και μισή|Ήταν ήδη πέντε και μισή, και ο ήλιος ετοιμαζόταν να ανατείλει. Αλλά βρήκα την κουζίνα ακόμα σκοτεινή και σιωπηλή... Η ηρεμία του πρωινού κοιμόταν παντού... τα άλογα της άμαξας χτυπούσαν κατά καιρούς στους κλειστούς στάβλους τους: όλα τα άλλα ήταν ακίνητα.|Τζέιν Έιρ|Σάρλοτ Μπροντέ|unknown
05:30|0530-007|πέντε και μισή|Την ημέρα που επρόκειτο να τον σκοτώσουν, ο Σαντιάγο Νασάρ σηκώθηκε στις πέντε και μισή το πρωί για να περιμένει το πλοίο με το οποίο ερχόταν ο επίσκοπος.|Το Χρονικό ενός Προαναγγελθέντος Θανάτου|Γκαμπριέλ Γκαρσία Μάρκες|unknown
05:30|0530-008|πέντε και μισή|«Με το οποίο», είπε ο Περίκο, «συμβαίνει ένας νάνος από τη σελίδα είκοσι να έχει δύο μέτρα πέντε στην εκατοστή σελίδα. Το έχω παρατηρήσει περισσότερες από μία φορές. Υπάρχουν σκηνές που ξεκινούν στις έξι το απόγευμα και τελειώνουν στις πέντε και μισή. Αηδία.»|Κουτσό|Χούλιο Κορτάσαρ|sfw
05:31|0531-000|5:31|5:31 — Ο Μανκ τηλεφωνεί σε δικηγόρο: «Θεέ μου, νομίζω ότι πρέπει να πάμε εκεί μέσα και να πάρουμε αυτά τα ψηφοδέλτια! Να τα κατασχέσουμε! Όλα μαζί!»|Φόβος και Αηδία: Στην Προεκλογική Εκστρατεία '72|Χάντερ Σ. Τόμσον|nsfw
05:32|0532-000|05.32|Μέχρι τις 05:32 ο οδηγός είχε επιστρέψει από ένα μαγαζί της γειτονιάς με μια συσκευασία έξι τεμαχίων Coca-Cola, ένα μπουκάλι Jack Daniels, μερικά φακελάκια γάλα πρωινού, μια αγκαλιά μπαγιάτικα κέικ και ένα κουτί τσιγάρα Zhongncmhai. Οι πόρτες έκλεισαν με δύναμη και το βαν ξεκίνησε.|Σπάνιες Γη|Paul Mason|sfw
05:33|0533-000|πέντε και μισή τρία|Ήταν πέντε και μισή τρία όταν φύγαμε. Είναι έξι η ώρα τώρα; Έξι και μισή; Και ο Μαρκ είναι ακόμα στο κλουβί του και φοβάμαι να οδηγήσω πολύ γρήγορα... τι γίνεται αν δεν φτάσουμε εγκαίρως;|Ανάμεσα στους Γενναίους|Μάργκαρετ Πίτερσον Χάντιξ|unknown
05:34|0534-000|Πέντε και μισή|Ρώτησα «Τι ώρα είναι η ανατολή του ηλίου;»<br>Ένα δευτερόλεπτο σιωπής, ενώ ο αποκαρδιωμένος Μπους απορροφούσε την επίπληξή του, και μετά μια άλλη φωνή απάντησε: «Πέντε και μισή, κύριε».|Ο Αρχιπλοίαρχος|C.S. Forester|unknown
05:34|0534-001|τέσσερα λεπτά αργότερα|Στις πέντε και μισή. Ήμουν εδώ περίπου τέσσερα λεπτά αργότερα. Κρίνοντας από την εμφάνιση του αίματος και την έναρξη της ακαμψίας στο πλάι του προσώπου, υπέθεσα ότι ήταν νεκρός περίπου πέντε ώρες πριν.|Θάνατος σε Ιερές Τάξεις|P.D. James|nsfw
05:35|0535-000|5:35|Ο Γερουσιαστής ξύπνησε στις 5:35 καλυμμένος με κρύο ιδρώτα—όχι ότι είχε κοιμηθεί στην πραγματικότητα για περισσότερο από λίγα λεπτά κάθε φορά. Ήταν μια τρομερή νύχτα, με βροντές, αστραπές και σειρήνες.|Να το πούμε στον Πρόεδρο;|Τζέφρι Άρτσερ|sfw
05:35|0535-001|5:35|Έμεινε έκπληκτος όταν είδε ότι ήταν 5:35. Άρα πρέπει να κοιμήθηκε — ή τουλάχιστον να νύσταξε — για πάνω από έξι ώρες. Άρχισε να αναρωτιέται αν η καταιγίδα είχε πραγματικά εξαντλήσει τη δύναμή της όταν άρχισαν ξανά οι βογκητοί και κορυφώθηκαν σε ένα ακόμη ουρλιαχτό κρεσέντο.|Θάνατος σε Ιερές Τάξεις|P.D. James|sfw
05:35|0535-002|5:35|5:35 — Όλα τα τηλέφωνα χτυπούν τώρα, η αλλαγή ταχύτητας έχει γεμίσει το κενό — τώρα οι άλλοι ξυπνούν.|Φόβος και Αηδία: Στο μονοπάτι της εκστρατείας '72|Χάντερ Σ. Τόμσον|unknown
05:35|0535-003|είκοσι πέντε πριν από έξι|Κοίταξα το ρολόι με μισόκλειστα μάτια. «Λέει είκοσι πέντε πριν από έξι», είπα και απομακρύνθηκα από κοντά του.|Ο Άνθρωπος με τα Ζάρια|Λουκ Ράινχαρτ|unknown
05:35|0535-004|5:35|Στις 5:35, έμαθε μέσω ασυρμάτου ότι ο Χέλμουντ Χάνοβερ του Aurora Sentinel είχε λάβει ένα τηλεφώνημα από έναν ανώνυμο εκπρόσωπο της Πολιτικής Ταξιαρχίας της Μινεσότα, ο οποίος τον απειλούσε με κάποια μορφή αντιποίνων αν οι Ινδιάνοι ψάρευαν.|Iron Lake|William Kent Krueger|sfw
05:36|0536-000|05.36|Ήπιε ένα μπουκάλι Jack Daniels. Όταν ξύπνησε στις 05.36 είχε σκουπίσει το προηγούμενο βράδυ.|Η οικογενειακή επιχείρηση Fowler|Jonathan Meades|sfw
05:37|0537-000|5:37|Ο Ρίτσαρντ κοίταξε το ρολόι στον φούρνο μικροκυμάτων — 5:37 — σχεδόν δώδεκα ώρες, σχεδόν μισή μέρα από τότε που είχε καλέσει το 911.|Αυτό το βιβλίο θα σας σώσει τη ζωή|Πρωινά σπίτια|sfw
05:38|0538-000|5.38 π.μ.|Καλημέρα, Τζόνι, είπε το πλοίο. «Είναι 5.38 π.μ.»<br>«Τι;» είπε ο Τζόνι. «Είναι Σάββατο.»<br>«Σου είπα ότι δεν θα του άρεσε», είπε ο Σολ, πιθανώς στον Κόβατς.<br>«Δεν είναι καθόλου θέμα συμπαθειών ή αντιπαθειών», είπε ο υπολογιστής. «Έχω πληροφορίες που θεωρώ αρκετά σημαντικές για να τις μεταδώσω το συντομότερο δυνατό – ό,τι ώρα κι αν είναι.»|Τζόνι Μάκιντος: Μάχη για τη Γη|Κιθ Μάνσφιλντ|unknown
05:39|0539-000|έξι παρά είκοσι ένα λεπτά|Ο Τζορτζ πήρε το τηλέφωνό του από την τουαλέτα. «Ο εφιάλτης προηγήθηκε του ξυπνητηριού κατά λίγο περισσότερο από μία ώρα», είπε. «Είναι έξι παρά είκοσι ένα λεπτά».|The E Utopia Project|Kudakwashe Muzira|sfw
05:40|0540-000|5:40 π.μ.|Στις 5:40 π.μ., πέταξε πίσω το πάπλωμα, έβγαλε τα πόδια του από το κρεβάτι και ακούμπησε σταθερά τα πόδια του στο χαλί.|Αυτός ήταν ένας άντρας|Τζέφρι Άρτσερ|sfw
05:40|0540-001|Έξι παρά είκοσι|Ο Ρόμπερτ Τάουνσεντ ξύπνησε πριν χτυπήσει το ξυπνητήρι και έμεινε να ακούει στο σκοτάδι. Κάτι είχε διαταράξει τον ύπνο του — ένας θόρυβος έξω. Ένα μακρινό αλλά ευδιάκριτο κρότο. Κοίταξε τους δείκτες του ρολογιού στο κομοδίνο. Έξι παρά είκοσι. Κρακ. Κρακ. Κρακ. Να το πάλι. Τι στο καλό θα μπορούσε να είναι;|Καρδιά του Κώστα|Πίτερ Μπανζλ|unknown
05:40|0540-002|Έξι παρά είκοσι λεπτά|Έξι παρά είκοσι λεπτά. Τα αγόρια του Ρομπ ήταν ήδη στην πλατφόρμα, έτοιμα τα καρότσια. Το μόνο πράγμα που τόλμησε ποτέ να αργήσει εδώ γύρω ήταν το τρένο. Τα αγόρια του Ρομπ ήταν στην πραγματικότητα ο Μπιλ Μπινγκ, τριάντα ετών, που ρούφαγε ένα Γούντμπαϊν, και ο Άρθουρ, εξήντα ετών, μισοπεθαμένος.|Οι παράξενες αναμνήσεις του Τόμας Πένμαν|Μπρους Ρόμπινσον|unknown
05:41|0541-000|5:41|Ο Ινίγκο χρειάστηκε να φτάσει στις 5:41 πριν στριμώξει τον Κόμη. Στην αίθουσα μπιλιάρδου. «Γεια σας», ήταν έτοιμος να πει. «Το όνομά μου είναι Ινίγκο Μοντόγια. Σκοτώσατε τον πατέρα μου. Ετοιμαστείτε να πεθάνετε.»|Η Νύφη της Πριγκίπισσας|Γουίλιαμ Γκόλντμαν|unknown
05:42|0542-000|δεκαοκτώ λεπτά παρά έξι|Στις έξι παρά δεκαοκτώ, γκρέμισαν το τείχος, και ακόμα και τότε, ήταν σχεδόν πολύ αργά.|Το παιχνίδι ενός κυρίου|Γκρεγκ Ράκκα|sfw
05:43|0543-000|πέντε σαράντα τρία|Στις 16 Ιουλίου 1921, η Δάφνη ξύπνησε στις πέντε σαράντα τρία νιώθοντας εξαντλημένη, αλλά όταν βγήκε στον ήλιο στην πλατεία Lowndes στις μία σαράντα πέντε, ήταν ενθουσιασμένη και ανυπομονούσε πραγματικά για την περίσταση.|Καθώς πετάει το κοράκι|Τζέφρι Άρτσερ|sfw
05:43|0543-001|05:43|05:43 Ώρα Γκρίνουιτς<br>Ο Γουίλιαμ ξύπνησε από το χτύπημα του τηλεφώνου. Το άρπαξε, αναρωτώμενος ποιος θα μπορούσε να τον καλεί εκείνη την ώρα του πρωινού. Ήλπιζε να ήταν η Μπεθ.|Nothing Turned|Τζέφρι Άρτσερ|sfw
05:43|0543-002|5:43|Είναι 5:43. Ο χρόνος τρέχει, τρέχει.|Αν ματώσει|Stephen King|unknown
05:43|0543-003|5.43|5.43 — Ο Μανκ τηλεφωνεί στη «Μαίρη» στην Ουάσινγκτον. «Τώρα φαίνεται ξεκάθαρο ότι θα ηγηθούμε της πολιτείας — χωρίς την 21η». | Φόβος και Αηδία: Στο μονοπάτι της προεκλογικής εκστρατείας '72|Χάντερ Σ. Τόμσον|unknown
05:44|0544-000|05:44 ώρες|Και τι ώρα, πάλι, είπε στην πραγματικότητα ο κατηγορούμενος αυτά τα λόγια;<br>«Αυτό θα ήταν — μπορείτε να δείτε την ώρα στην ταινία στο καρέ όπου την σταματήσατε. 05:44 ώρες.»|Παραβίαση της Ιδιωτικότητας|Πέρι Ο'Σόνεσι|sfw
05:45|0545-000|έξι παρά τέταρτο|«Αλλά είναι ώρα για ύπνο: είναι ήδη έξι παρά τέταρτο.»<br>Και πράγματι είχε ήδη αρχίσει να ξημερώνει: οι νεαροί άνδρες άδειασαν τα ποτήρια τους και μετά αποχαιρέτησαν ο ένας τον άλλον.|Η Ντάμα Μπαστούνι|Αλεξάντερ Σ. Πούσκιν|sfw
05:45|0545-001|έξι παρά τέταρτο|«Έξι παρά τέταρτο», απάντησε η μαία.<br>«Και τι θα γίνει αν πραγματικά πεθαίνω;» σκέφτηκε η Όλγα Μιχάλοβνα, κοιτάζοντας το κεφάλι του συζύγου της και τα τζάμια που χτυπούσαν τη βροχή.|Το Πάρτι|Άντον Πάβλοβιτς Τσέχωφ|sfw
05:45|0545-002|5:45|Στις 5:45 το επόμενο πρωί, ο Στρατηγός στεκόταν έξω από τη σκηνή του Τζορτζ φορώντας στολή, κρατώντας μια μαύρη δερμάτινη θήκη.|Μονοπάτια της Δόξας|Τζέφρι Άρτσερ|sfw
05:45|0545-003|5:45|Στις 5:45 ένας μετασχηματιστής ισχύος σε έναν στύλο δίπλα στο εγκαταλελειμμένο αμαξοστάσιο φορτηγών των αδελφών Tracker εξερράγη σε μια λάμψη μωβ φωτός, ψεκάζοντας στριμμένα κομμάτια μετάλλου στην κεραμοσκεπή.|Αυτό|Stephen King|unknown
05:46|0546-000|5.46 π.μ.|Ο Χέρμπερτ δεν ένιωθε τίποτα. Έγραψε μια φράση που ακούγεται νομική, υποδεικνύοντας ότι η ποινή είχε εκτελεστεί στις 5.46 π.μ., προσθέτοντας «χωρίς κανένα εμπόδιο». Η ομάδα που κηδεύτηκε τον είχε καταραστεί σιωπηλά καθώς έκοβε τις χοντρές ρίζες και το σφιχτό χώμα.|Ένα ψιθυριστό όνομα|Γουίλιαμ Μπρόντρικ|unknown
05:46|0546-001|έξι παρά δεκατέσσερα λεπτά|Ήταν ένα όμορφο καλοκαιρινό πρωινό. Οι δείκτες του ολλανδικού ρολογιού στο χολ έδειχναν εννέα και δεκατρία λεπτά. εκείνοι του ορμόλου στο σαλόνι έντεκα και δέκα λεπτά. εκείνοι του ρολογιού της άμαξας στη βιβλιοθήκη έδειχναν έξι παρά δεκατέσσερα λεπτά. Με άλλα λόγια, ήταν ακριβώς οκτώ. Και η κυρία Χίγνετ αναγνώρισε το γεγονός μετακινώντας το κεφάλι της στο μαξιλάρι, ανοίγοντας τα μάτια της και ανασηκώνοντας το στο κρεβάτι. Ξυπνούσε πάντα στις οκτώ ακριβώς.|Τρεις άντρες και μια υπηρέτρια|Π.Γ. Γούντχαουζ|unknown
05:47|0547-000|5 και σαράντα επτά λεπτά|Τα βλέφαρά του άνοιξαν διάπλατα. Το φωτιστικό κομοδίνου ήταν αναμμένο. Η Ρου αιωρούνταν από πάνω του, χτυπώντας το δάχτυλό της στον λοβό του αυτιού του. Τι στο καλό; Το ρολόι έδειχνε πέντε και σαράντα επτά λεπτά. Πριν την αυγή. Κυριακή.|Χριστουγεννιάτικη κάλυψη|Κάσι Μάιλς|nsfw
05:48|0548-000|έξι παρά δώδεκα λεπτά|Ένας καθρέφτης Bacardi με θολωμένο γυαλί κρέμεται πάνω από την πίσω μπάρα δίπλα σε ένα ρολόι St. Pauli Girl, με τους δείκτες του ρολογιού παγωμένους στις έξι παρά δώδεκα λεπτά.|Βορειοδυτική γωνία|John Burnham Schwartz|sfw
05:49|0549-000|5:49 π.μ.|Προς το πρωί κοιμήθηκε πιο βαθιά. Παρόλα αυτά, το σκληρό αδιάκοπο χτύπημα του τηλεφώνου τον ξύπνησε αμέσως και συνήλθε. Το φωτισμένο καντράν του ρολογιού του έδειχνε 5:49 π.μ.|Σάβανο για ένα αηδόνι|P.D. James|sfw
05:49|0549-001|έξι παρά έντεκα λεπτά|Ήταν έξι παρά έντεκα λεπτά. Μετά από λίγο τράβηξε άτσαλα το κεντρικό συρτάρι του γραφείου πάνω από την αγκαλιά του. Για μια στιγμή κοίταξε το όπλο χωρίς να τον αναγνωρίσει. Έπειτα έβγαλε μια κραυγή και πετάχτηκε πάνω. Το είχε ξαναβάλει!|Οι Ανέσεις του Σπιτιού|Φλάνερι Ο'Κόνορ|unknown
05:50|0550-000|5:50|Ήταν 5:50 όταν βγήκε παραπατώντας από το δωμάτιο, κατευθυνόμενος χωρίς να ξέρει πού ή για πόσο, ελπίζοντας μόνο ότι όποιος τον οδηγούσε τελευταία δεν θα τον εγκατέλειπε τώρα.|Η Νύφη της Πριγκίπισσας|Γουίλιαμ Γκόλντμαν|unknown
05:51|0551-000|εννέα λεπτά παρά έξι|Ήταν εννέα λεπτά παρά έξι και μία ώρα πριν την αυγή. Η ταξιαρχία δεν επρόκειτο να κινηθεί σήμερα, και έτσι, όπως έκαναν κάθε δεύτερη μέρα, μαζί με κάθε βρετανικό σώμα στο πεδίο, τα τέσσερα τάγματα στάθηκαν όρθια σε περίπτωση επίθεσης. Κάθε λόχος παρέλασε και στη συνέχεια βάδισε για να σχηματίσει με το τάγμα του στο σημείο συναγερμού του.|Ποιου η δουλειά είναι να πεθάνει|Adrian Goldsworthy|sfw
05:52|0552-000|5.52 π.μ.|Στις 5.52 π.μ., οι παραϊατρικοί της Πυροσβεστικής Υπηρεσίας της Αγίας Πετρούπολης και η υπηρεσία ασθενοφόρων SunStar Medic One ανταποκρίθηκαν σε μια κλήση έκτακτης ιατρικής ανάγκης στην οδό 12201 Ninth Street North, Αγία Πετρούπολη, διαμέρισμα 2210.|Σιωπηλός Μάρτυρας|Mark Fuhrman|unknown
05:53|0553-000|πέντε και πενήντα τρία|Η μέρα είχε επιλεγεί ειδικά επειδή οι μετεωρολόγοι τους είχαν διαβεβαιώσει ότι ο ήλιος θα ανέτειλε στις πέντε και πενήντα τρία και δεν θα υπήρχε βροχή. Οι μετεωρολόγοι θα αποδεικνύονταν δίκιο για τον ήλιο, αλλά σαν να ήθελαν να δείξουν την αδυναμία τους στις τέσσερις και έντεκα, άρχισε μια σταθερή ψιχάλα.|Καθώς πετάει το κοράκι|Τζέφρι Άρτσερ|sfw
05:53|0553-001|πέντε πενήντα τρία|Στις πέντε πενήντα τρία, καθώς ένας αιματοβαμμένος ήλιος ξεπρόβαλε στον ορίζοντα, ακούστηκε ένα πιστόλι Verey και ο Τσάρλι κοίταξε πίσω για να δει τον ουρανό φωτισμένο πίσω του.|Καθώς πετάει το κοράκι|Τζέφρι Άρτσερ|sfw
05:53|0553-002|έξι παρά επτά λεπτά|Το αρχείο καταγραφής της πύλης έδειξε ότι είχε αποσυνδεθεί στις έξι παρά επτά εκείνο το πρωί, λίγο νωρίτερα από το συνηθισμένο. Επειδή ήταν ευσυνείδητοι υπάλληλοι, το διαστημόπλοιο κάλεσε αμέσως την αστυνομία και έστειλε κάποιον να δει την Τζέμα Τίβον.|Πεσμένος Δράκος|Πίτερ Φ. Χάμιλτον|sfw
05:54|0554-000|έξι παρά έξι λεπτά|Σήμερα το πρωί, ο ήλιος ανέτειλε στις έξι παρά έξι. Υπήρχε ήδη έντονη κίνηση νωρίς το πρωί, κατά την ώρα αιχμής, στη γέφυρα Majesta. Ο Meyer οδηγούσε. Η Carella οδηγούσε ένα shotgun.|Μερέλι Χέιτ|Εντ ΜακΜπέιν|sfw
05:55|0555-000|έξι παρά πέντε λεπτά|Ένα, δύο, τρία, τέσσερα, πέντε, έξι… Κούρδιζε κάθε ρολόι με τη σειρά, τρεις στροφές το καθένα, βάζοντας αρκετή δύναμη στα ελατήρια για να τα κάνει να χτυπούν έγκαιρα για την επιθεώρηση του κυρίου Γουέστκοτ. Μιλώντας για αυτό… ήταν έξι παρά πέντε λεπτά. Πέντε λεπτά πριν φτάσει ο κύριος Γουέστκοτ για να επιθεωρήσει τα ρολόγια του. Η Έλενα κατάπιε. Άκουγε βήματα να βροντούν στο δωμάτιο από κάτω και περιστασιακά επιφωνήματα από τον Στάνλεϊ.|Το Σπίτι των Εκατό Ρολογιών|A.M. Howell|unknown
05:55|0555-001|πέντε παρά έξι|Ο Μπίλι δεν οδηγεί μέχρι το πάρκινγκ. Το πάρκινγκ έχει τελειώσει. Στις πέντε παρά έξι παρκάρει στην Κεντρική Οδό λίγα τετράγωνα από τον Πύργο Τζέραρντ. Υπάρχουν πολλές θέσεις στο πεζοδρόμιο αυτή την ώρα και το πεζοδρόμιο είναι έρημο.|Μπίλι Σάμερς|Στίβεν Κινγκ|unknown
05:55|0555-002|5.55 π.μ.|Ήταν 5.55 π.μ. και έβρεχε καταρρακτωδώς όταν ανέβηκα με πετάλι μέχρι το περίπτερο ποδηλάτων ακριβώς έξω από την αυλή του σταθμού και μπήκα τρέχοντας μέσα. Πέρασα τρέχοντας από το περίπτερο με τα βιβλία, όπου όλες οι πινακίδες της Yorkshire Post (μιας πρωινής εφημερίδας) έγραφαν «York Horror», αλλά και «Terrific February Gales at Coast».|Ο Αχθοφόρος των Χαμένων Αποσκευών|Άντριου Μάρτιν|unknown
05:56|0556-000|5:56 π.μ.|Η ΑΝΝΑ ΠΕΤΡΕΣΚΟΥ ΑΓΓΙΞΕ το κουμπί στο πάνω μέρος του ρολογιού δίπλα στο κομοδίνο της. Έλαμπε στις 5:56 π.μ. Άλλα τέσσερα λεπτά και θα την είχε ξυπνήσει με τα πρωινά νέα. Αλλά όχι σήμερα.|Λανθασμένη εντύπωση|Τζέφρι Άρτσερ|sfw
05:56|0556-001|έξι παρά τέσσερα λεπτά|Ο αξιωματικός με τη σκασμένη μύτη πήγε να δανειστεί το ρολόι του Στρατηγού Φερώ. Έσκυψαν τα κεφάλια τους από πάνω τους για λίγο. «Αυτό ήταν. Στις έξι παρά τέσσερα λεπτά από το δικό σας.»|Ένα σετ έξι|Τζόζεφ Κόνραντ|sfw
05:57|0557-000|05.57|Χαμογελάει ελαφρά, αλλά η επόμενη ανάσα βγαίνει πιο δυνατή σαν μουγκρητό. Στις 05:57 λέω, «Μαμά, είναι σχεδόν έξι», οπότε σηκώνεται να φτιάξει δείπνο, αλλά δεν τρώει καθόλου.|Δωμάτιο|Έμμα Ντόνοχιου|unknown
05:58|0558-000|5.58|Δυνατοί κρότοι ακούστηκαν από το διαμέρισμα από κάτω στις 5.58 σήμερα το πρωί, αν και παρακολουθούσε το ρολόι πολύ πριν από αυτό.|Η Γυναίκα στον Κάτω Όροφο|Ελίζαμπεθ Κάρπεντερ|unknown
05:58|0558-001|5.58 π.μ.|Η Αννίκα Τζιανίνι ξύπνησε απότομα. Είδε ότι ήταν 5.58 π.μ.|Το κορίτσι που κλώτσησε τη φωλιά των Χόρνετς|Στιγκ Λάρσον|unknown
